puzzle,solution,difficulty,difficulty_level
000607000024130760007042500000006000800301046010090000740500082000004075250000130,531687429924135768687942513372456891895371246416298357749513682163824975258769134,49,Medium
390040000000000690078300451002070145700000006084060007809020570040030208600450009,396145782415287693278396451962873145753914826184562937839621574541739268627458319,46,Medium
492860000008100090360000002100580904059400020740000081207058049004900000005602708,492865173578123496361794852123587964859416327746239581217358649684971235935642718,44,Easy
400060530001080702000300684000650479900000805000298000020509040106802000009000010,482967531631485792795321684218653479963174825574298163827519346146832957359746218,48,Medium
316400002000008010000031406600090108089002035000304629001750090500210060903800051,316475982794628513825931476632597148489162735157384629261753894548219367973846251,43,Easy
000000090007090000008067040203004000090520400800900520000719000030000102005030006,326145897547298631918367245253684719791523468864971523682719354439856172175432986,54,Expert
073800000000400072412760050004100295020904000109238760800007001900321548000080607,573892416698415372412763859384176295726954183159238764835647921967321548241589637,41,Very Easy
052003000001402080030000504005000008000241057000005149000094000790008035208530000,452983716671452983839716524145379268986241357327865149513694872794128635268537491,49,Medium
020850000901040030040290780000075009069008057000000600000000002208400000400502170,723851964981746235645293781814675329369128457572934618157369842238417596496582173,51,Hard
009006025608900147250703600800002900000471506706508004000260710100007460000000000,479186325638925147251743698845632971392471586716598234584269713123857469967314852,45,Easy
000104090480090600007620100000006030650901070103002960814005700902400080075000000,236154897481793652597628143729846531658931274143572968814365729962417385375289416,47,Medium
500209060013000500000007008030501290040600003000970000800000900000400600005002030,587219364213864579496357128738541296149628753652973841824736915371495682965182437,55,Expert
030040270080305400020060003095030680008094005143086092852609307604050019300000520,536941278987325461421867953795132684268794135143586792852619347674253819319478526,39,Very Easy
017005009080209070000670250020806090491007683768090005032900507800710030679304012,217485369586239174943671258325846791491527683768193425132968547854712936679354812,37,Very Easy
709120003140356072520007060000000040350070610070400290907003080436005100005619000,769124853148356972523897461892561347354972618671438295917243586436785129285619734,42,Easy
000950070052030000030028600249003006070096324001000000000004790890200060000800500,486951273152637849937428615249783156578196324361542987625314798893275461714869532,50,Hard
018004090650002470070060500000009800000000067000758014105897640006020709807036120,318574296659382471274961538743619852581243967962758314125897643436125789897436125,43,Easy
070100006019070042002309700400705000007000060000812007300000000000251090090007005,573124986819576342642389751438765129127943568965812437351698274784251693296437815,52,Hard
080000457205080310700000000030004078007008109800957600600890004478106000390400001,189623457245789316763541982936214578527368149814957623651892734478136295392475861,45,Easy
207001000109700023000200050000080000060903500375000009906040005000006302000000800,237451968159768423648239157492587631861923574375614289986342715514876392723195846,54,Expert
100498000007000015000000000000500120070801000050206003008620730032080900000003000,165498372897362415324157689683549127279831546451276893918625734532784961746913258,54,Expert
000432079000050412520007000260580901005029680008000020001008307093005206402000008,186432579739856412524917863267584931315729684948361725651248397893175246472693158,44,Easy
000800350070025010009000000000300000080007002460091000007018900900600040006750008,124876359873925614659143287792384561381567492465291873537418926918632745246759138,54,Expert
010250030600007800700000526096843000000070389380000000402300690068020703950768204,814256937625937841739184526296843175541672389387591462472315698168429753953768214,42,Easy
046000037500094018002800004350400000090300060001002000000700009700018300039000870,846125937573694218912837654357469182294381765681572493168743529725918346439256871,51,Hard
007800413083094000000030000049201600070600050021503048705018004000007100032406080,957862413283194576416735892549281637378649251621573948765918324894327165132456789,45,Easy
000001807709806005001007060010200730087600250000079010006050000000704001000002980,562341897739826145841597362614285739987613254253479618126958473398764521475132986,50,Hard
030045700080100325000300080720400058601587000804630900000708002068050037005203800,932845716486179325517326489723491658691587243854632971349718562268954137175263894,43,Easy
020810000005000900410029600000050203100006007600070504004060000000000302800302000,926813745385647921417529638748951263152436897693278514234765189569184372871392456,54,Expert
182000570000170892000085400000010000639052014501037089020701600000060007060000005,182496573456173892793285461278914356639852714541637289925741638314568927867329145,46,Medium
405000863716004020083956470020015000004008012000000086530067190608501000070820050,495172863716384925283956471827615349964738512351249786532467198648591237179823654,41,Very Easy
080203904409050002001490003857934601203060078604708005302000549040570000000040180,786213954439856712521497863857934621293165478614728395372681549148579236965342187,39,Very Easy
300000048506784000004090000940368020827009036031400009000800000790532104460000280,379215648516784392284693517945368721827159436631427859152846973798532164463971285,43,Easy
000087010750000800006300700000000203090800007100530000825000600000000920074201000,439687512751924836286315749548179263392846157167532498825493671613758924974261385,54,Expert
030406050800000920521000476400002017100640090085079004010060380008930100309010762,937426851846751923521398476493582617172643598685179234714265389268937145359814762,41,Very Easy
070000205561700003028010007000840000000531000635000000300100000002000031009600704,473968215561724893928315467197846352284531976635297148346172589752489631819653724,52,Hard
504309060078006295600082004480253706000700943003000008907000632205007400000020150,524379861378146295691582374489253716152768943763491528947815632215637489836924157,41,Very Easy
040008320908000000105920687001060490009000803083009000010680900890017260000492070,647158329928736541135924687571863492469271853283549716712685934894317265356492178,44,Easy
105004070709205008800097000500000000090800600600003907953702810260030704070068000,125684379739215468846397521584976132397821645612453987953742816268139754471568293,46,Medium
470090500000405900008102004039000100006700490020009000640907001000360040907014356,472693518361485972598172634739846125856721493124539867643957281215368749987214356,46,Medium
800000014009601000027800650008060000400187590500204387600005742004006030073008160,865372914349651278127849653798563421432187596516294387681935742254716839973428165,43,Easy
060704520247050019093106000400075380008239450000400297704018960002560130000040870,861794523247853619593126748429675381178239456635481297754318962982567134316942875,37,Very Easy
000050020208410609000020307807502000054107098003684015082009000430801902090205870,369758124278413659541926387817592436654137298923684715782369541435871962196245873,40,Very Easy
470009000002530706083004095000086271090000653007000089020061530000075910050003064,475619328912538746683724195534986271298147653167352489829461537346875912751293864,43,Easy
024900600790000020000700819040090307010075940070004500167508000452100700089020000,824913675791856423536742819245691387618375942973284561167538294452169738389427156,45,Easy
005021070001000090037800012300070050000000800000395040009000520200010060070006000,465921378821637495937854612392478156754162839186395247619783524248519763573246981,54,Expert
005000206008506130462319008007005000029041053651003000073064001200930065080052007,135478296798526134462319578347285619829641753651793482573864921214937865986152347,40,Very Easy
000000014030057800802000000467208031200000600090003008100000050020004000005300080,756829314934157826812436795467298531283715649591643278178962453329584167645371982,54,Expert
000300008002080750000000000290140000000570490010090307086900000050030600100004089,675329148932481756841657932297143865368572491514896327486915273759238614123764589,53,Hard
015030020042067198780910300073600810200000030601320400000296780020100003509000001,915834627342567198786912354473659812298471536651328479134296785827145963569783241,42,Easy
000500834059408020008710000046805307000900006795000010012040083007080045900100600,271596834659438721438712569146825397823971456795364218512647983367289145984153672,45,Easy
385002004000000000000318000008000690060403001000960000001030008002090050076204000,385672914617549382294318567748125693569483271123967845951736428432891756876254139,54,Expert
010089504827000000045010062004920637001800905702006048479008053000030009100002706,316289574827645391945713862584921637631874925792356148479168253268537419153492786,41,Very Easy
732009050864050200005000068540702896610900024927000100009008640080497010471500000,732689451864351279195274368543712896618935724927846135359128647286497513471563982,39,Very Easy
700300024003001008000000000100067800050009006042000500900002600060090003008006007,716385924493621758285974361139567842857249136642813579971432685564798213328156497,55,Expert
109006000430000768700000900000020800500300002000804605010000000300250100005640273,159786324432195768768432951643529817581367492927814635214973586376258149895641273,51,Hard
030200004000006090009537006000003560020900000805000000900800603160000020403000007,631298754578416392249537186794123568326985471815764239952871643167349825483652917,54,Expert
062100008007805002850760003600000254000050160020691000910000786000910000700080000,462139578137845692859762413691378254378254169524691837915423786286917345743586921,48,Medium
100008563005043000008050070040001056010030008600000902000382000000010620021000034,194728563765143289238659471847291356912536748653874912476382195389415627521967834,50,Hard
090501600400009050000000800050080200040000003900300046000010900700605100506038070,398571624472869351165423897653784219247196583981352746834217965729645138516938472,53,Hard
000008003800010420030020001090050080058301070100802900980030200600007309003000500,412968753879513426536724891397456182258391674164872935981635247645287319723149568,50,Hard
460082095207000480000047000000000679800001000075026100324008000709013004001050320,463182795217569483598347216142835679836791542975426138324678951759213864681954327,46,Medium
000000360290830500035016008057284013308069072640070085073005120024100000009700000,481952367296837541735416298957284613318569472642371985873645129524198736169723854,41,Very Easy
040825609708009354069040218082097065690400102005002800800006501000000003031000006,143825679728619354569743218382197465697458132415362897874936521956281743231574986,41,Very Easy
000000700500000000073060894050600200010400500000003019790300100004200008000010360,961842735548739621273165894459681273312497586687523419796358142134276958825914367,54,Expert
090308164800706092046000783027000600009614275160070000602087310900003420470090800,795328164831746592246951783527839641389614275164275938652487319918563427473192856,38,Very Easy
050300291904500080801000645090026010100000007008000962007010300380902000209607004,756384291924561783831279645593726418162498537478153962647815329385942176219637854,45,Easy
058031000200087005003060002081040269000003700500820030070309104000608500030070096,958231647264987315713564982381745269642193758597826431876359124429618573135472896,46,Medium
010030680000425030000000570064000005500008019200570000000007000108040000700380000,415739682687425931932816574864193725573268419291574863326957148158642397749381256,54,Expert
008590000040301008001008070056009000420100009800050027200003510300900080000060093,678594132542371968931628475756239841423187659819456327297843516365912784184765293,50,Hard
003000000006000007210004086002089100000410000500000090000940070069000005800027060,453768219986152347217394586372689154698415732541273698125946873769831425834527961,55,Expert
020050003000002000010906020039604007400000019000090032001005000300027800060040000,827451963693782145514936728239614587458273619176598432981365274345127896762849351,54,Expert
083405600000010009004200000802000000700150080005030900000070031050000020000004098,283495617567813249914267853832946175796152384145738962628579431459381726371624598,55,Expert
000516304056000009410900070500600203120400005060050000280349001090800400600120908,972516384856734129413982576547698213128473695369251847285349761791865432634127958,45,Easy
030904200100300070009015043090070508080240000716500020050000000260000400001400009,537984261148326975629715843492673518385241796716598324954867132263159487871432659,50,Hard
006001870807900165531000004003007400419000780008100350000005000900670201100820000,296541873847932165531768924653287419419356782728194356372415698985673241164829537,46,Medium
000000954008004300090007600001800069000001200930060801604050032003200106000006005,317682954268594317495317628741823569856971243932465871684159732573248196129736485,50,Hard
060490030100060009000720500090000050006070000204000060000900003000010020501008007,765491238132865479489723516897146352316572984254389761628957143973614825541238697,56,Expert
030000610040016000076003420024080007600470000700000006001500009000000082000090070,839742615542816793176953428324681957698475231715239846481527369957364182263198574,54,Expert
027018430001000008000500029000865042062700010800200006010650007006480351080093260,627918435951324678348576129139865742562749813874231596413652987296487351785193264,43,Easy
602903700570060000000705906000480095400050010006000027000002009045090800000500041,682913754579864132134725986321487695497256318856139427718342569245691873963578241,50,Hard
280000005301608002400500700005003407000085010600910008170050604540000000030006000,287394165351678942469521783815263497793485216624917358172859634546132879938746521,50,Hard
002019300070200048601004907023670009904003600756942813008497030495300700310000200,842719365579236148631584927123678459984153672756942813268497531495321786317865294,37,Very Easy
013540020002003008500280100435800200761024000028000060100478602306952001080630705,813547926642193578597286143435869217761324859928715364159478632376952481284631795,39,Very Easy
000801003300000050000900748000007900150000000000093000068000001007000890041002005,795841263384726159612935748423157986159468327876293514268579431537614892941382675,56,Expert
060500307000000190400060500007308400050010003000900070206800004830000260000040000,162589347583274196479163582627358419958417623341926875296831754834795261715642938,54,Expert
000051827020000009018070304382060705054327000090008030240000080869210000073806402,436951827725483169918672354382169745154327698697548231241735986869214573573896412,41,Very Easy
080031006302000000004207098200000000039800010050906003800710965400589730000300184,985431276372698541164257398248173659639825417751946823823714965416589732597362184,45,Easy
007000104300812006200470835060050008000290607100607053058000002000700040003000501,897563124345812976216479835762351498534298617189647253958134762621785349473926581,47,Medium
901000004370008005000070030000600001080009003603000070200103059060400000000090400,921365784376248195854971236795632841482719563613854972247183659569427318138596427,55,Expert
040050001009763520200004000060072000081030000007800030050900310102006700000300008,346258971819763524275194863963472185481635297527819436658947312132586749794321658,51,Hard
000200053002703006358901070600035409000009060080000310067108002000370008000096000,796284153142753986358961274671835429235419867489627315967148532514372698823596741,48,Medium
002700580164520000057963401080009064700050000600080702070106205923000610000207043,392714586164528379857963421285379164741652938639481752478136295923845617516297843,41,Very Easy
190705604785040030300000002500123800930600200268900010023000107000372040850009300,192735684785246931346891752574123869931684275268957413423568197619372548857419326,42,Easy
080090003030800500041037060800000000000701000900084026006100005420070019000000000,682495173739816542541237968864923751253761894917584326376149285425378619198652437,54,Expert
201975400008010600000006000009080150006001703104039000095400070000090305400200900,261975438578314629943826517739682154826541793154739862395468271682197345417253986,49,Medium
800045090000080007400000038709010000000600000000004926074150800500000200000063009,813745692692381457457926138769218345245639781381574926974152863536897214128463579,54,Expert
700049080000000070030016000080060000504000260290001000000085093003620001600000004,725349186461852379839716542387264915514938267296571438172485693943627851658193724,54,Expert
900532001207004063030090000040903780763058010820001504300000150005080040010305600,986532471257814963134697825541923786763458219829761534398246157675189342412375698,43,Easy
921000074300624819400079003000500030030290467709436028003840190600000040102060780,921358674357624819486179253264587931835291467719436528573842196698715342142963785,38,Very Easy
476009080050410007008200945510000826807600590040820710091560438000040001360087000,476359182952418367138276945513794826827631594649825713791562438285943671364187259,39,Very Easy
000572000001809400782300950000000000690430820010007040029700500860050000054020783,946572138531869472782314956473285619695431827218697345329748561867153294154926783,46,Medium
003007020000400790000106000830600900090054000500070800000201000600030001075000003,483597126216483795957126348834612957791854632562379814348261579629735481175948263,55,Expert
003000005081569037007030680120000004005300200000002098030007060804000903700900000,693874125281569437457231689128796354975348216346152798539417862814625973762983541,50,Hard
004075000705080400060040500209810670641500030030006059416708920003000018908150006,384675291795281463162349587259813674641597832837426159416738925523964718978152346,41,Very Easy
000650400070102380001000960009060200040000000060941000057000002003700190010000000,398657421674192385521834967139568274845273619762941538957316842483725196216489753,54,Expert
901308000700206800408000700005000439004800000000430500000090008200183900309000170,921378654753246891468915723875621439634859217192437586516792348247183965389564172,50,Hard
020700060060300900040000803400030200039000100200800035072000618600000050000560094,923748561168325947745916823457631289839254176216879435572493618694187352381562794,51,Hard
050200031100709040040100700086012407000608000215040068801506074760021090590800200,957284631138769542642135789386912457479658123215347968821596374763421895594873216,41,Very Easy
453671829970083006000052000004837965305260700000005203049020080000740090608319570,453671829972483156186952437214837965395264718867195243749526381531748692628319574,36,Very Easy
040003720300075604000000038000340060400000251671250000000500370823060540590430180,946813725382975614715624938259341867438796251671258493164589372823167549597432186,43,Easy
500070020002000009007310000003450180700100096000900000000600053018005900070000000,546879321132564879987312645293456187754138296861927534429681753318745962675293418,55,Expert
020005400060780031700029000000008910908500000201900008005190700402060005006050000,823615479569784231714329856657248913948531627231976548385192764472863195196457382,50,Hard
090002000206005913540001027410037608700006231069018000637050480004083000180724360,891372546276845913543961827412537698758496231369218754637159482924683175185724369,37,Very Easy
800300000900000008046500000010000582032008007080140900095030000000060050004010030,871396245953421678246587391419673582632958417587142963195834726328769154764215839,54,Expert
000100236006900040040326000600490070000600402000002000201800050080270600794000001,879154236326987145145326987612495378957638412438712569261849753583271694794563821,50,Hard
020090014961050802485100670510840307040075000007001050800069003100000000300017000,723698514961754832485132679519846327248375961637921458872569143154283796396417285,45,Easy
049007000300104000002060900760000010001030090000010508005009020020000300008050601,649527183387194265512368974763985412851432796294716538135649827426871359978253641,54,Expert
930000078004500031700000209007300420802096010400100000600084050509000100000900000,936241578284579631715863249197358426852496317463127895621784953579632184348915762,51,Hard
000080002500016300710000056100025800007093000040800000001030025806204030903050000,634589712592716348718342956169425873287193564345867291471938625856274139923651487,50,Hard
030000068020000000150704000007100200482065100300200040090000000240800701070501090,734912568829653417156784923967148235482365179315279846591437682243896751678521394,51,Hard
050000000002071839097030045008700021010800950020109308200600593069300780084957610,153498276642571839897236145938765421416823957725149368271684593569312784384957612,39,Very Easy
407200039000004000030100004804010000005042086200006000000600903000050400010070500,487265139951834627632197854864713295175942386293586741548621973726359418319478562,54,Expert
069070120000163890010205004402000000001900087006038000070380200900000051000600008,569874123247163895813295764482517936351926487796438512675381249938742651124659378,49,Medium
000000000070805006500640020004300800020000065107089040409000002080000700005200008,346172589271895436598643127954326871823417965167589243439758612682931754715264398,54,Expert
003640005000058076050700241070463500000920064002810007100090000046300709320006008,713642895294158376658739241971463582835927164462815937187294653546381729329576418,44,Easy
350600000040310700080002000016050204028004016000000008000078000500001060094000000,352687491649315782187492653716859234928734516435126978261978345573241869894563127,54,Expert
028100000007000900509000060900200704000030008005040032700094003082500009104720000,628159347417362985539478261963285714241637598875941632756894123382516479194723856,51,Hard
804065003006090000000000051100900260000006000003140000090000000000080170041603900,814265793576391842932874651157938264489526317263147589698712435325489176741653928,55,Expert
150230807070000300804000050003901570460500908090420000500040180600100030000002060,156234897972815346834697251283961574461573928795428613527346189648159732319782465,48,Medium
040008710008461500001090200087100063010030000503006007030984001000500080800000305,349258716278461539651397248987125463416739852523846197735984621162573984894612375,48,Medium
000702000600350400105046709030070946792063008000091302000000004206904050950180000,349712685687359421125846739531278946792463518468591372873625194216934857954187263,44,Easy
018342579503907460000805300031080720064070001070201640000706150002150836000438000,618342579523917468497865312931684725264573981875291643389726154742159836156438297,37,Very Easy
001900203020700005730521000897130602300470850450689307670000900140000038200017000,561948273924763185738521496897135642316472859452689317673854921145296738289317564,40,Very Easy
500010804000000001010340000084932000270050089000074600020061090009080500830000007,596217834348695271712348956684932715273156489951874623427561398169783542835429167,50,Hard
000000000010060002040907100960420300470000008005008009000009005301700020090800637,759231486813564792246987153968425371472193568135678249627349815381756924594812637,52,Hard
600807000054060070020310900206000040000198003300004017400206090802450030005001402,693847251154962378728315964216573849547198623389624517431286795872459136965731482,46,Medium
096073400000804000400000520900006007003080940140000260751300000009000004064509000,596273481312854679478691523985426317623187945147935268751342896239768154864519732,50,Hard
004010000312000000560002034000000002031079060050020018025000000098006251000001079,984317526312564987567982134876145392231879465459623718125798643798436251643251879,50,Hard
109800002070630100005400960000045806920106534040000000200090010000000209600283400,169857342472639158835412967713945826928176534546328791287594613354761289691283475,47,Medium
081060023090037080400009657360701200870020009219000000002903005000072394930054810,781465923596237481423819657365791248874526139219348576142983765658172394937654812,40,Very Easy
050001080030000004008936050740002500825000019090100470500000000000600800087005046,956421783132587694478936251741392568825764319693158472569843127214679835387215946,50,Hard
000070083018394065000810009006431002280709050903008600090500700000080500300100028,459672183718394265632815479576431892281769354943258617894526731127983546365147928,45,Easy
000298700008703160002060390000000009000930200359002870907000020200080450005607001,613298745598743162742561398124876539876935214359412876987154623261389457435627981,47,Medium
000120009809050010100708560000200000502019300304800721040602090001000600206000458,457126839869354217123798564618237945572419386394865721745682193981543672236971458,46,Medium
012800347300700850708045120001000074000009001009460002604000005135000708007650400,512896347346712859798345126261583974453279681879461532684137295135924768927658413,44,Easy
000784510810653000000002000001206008058401302360578040249005107083107405070309826,926784513814653279537912684491236758758491362362578941249865137683127495175349826,36,Very Easy
050029000000300040001500302040806500000900060009000820090005008700201000100400003,453129687926387145871564392247816539538942761619753824392675418784231956165498273,54,Expert
140805730350704108000019054402006000000050216015200040738540002260930400590602080,146825739359764128827319654472186593983457216615293847738541962261938475594672381,38,Very Easy
100975080800603009569008000397004801000006327620000000086000413900001002040060000,134975286872643159569218734397524861415896327628137945286759413953481672741362598,46,Medium
307100040006900005010020000001090030020541600970806001602009000700000080190604000,387165249246973815519428763461297538823541697975836421632789154754312986198654372,50,Hard
270060001059000032010000000005801600904057018080000295007630020500700183802405769,278963451659174832413582976325891647964257318781346295197638524546729183832415769,42,Easy
040072003000089050057010048003100006001060507900250130600700280080940301030806009,849572613316489752257613948573194826421368597968257134694731285782945361135826479,44,Easy
500910003049000000000080000000500290020000070096007100183006700000039000000000504,578912463249365817631784952817543296425691378396827145183456729754239681962178534,56,Expert
900028071500793000026145300000050060060000400090001005809032010600000900412900800,934628571581793246726145389347259168165387492298461735879532614653814927412976853,47,Medium
079045600600008403401203500003052700206310054700906130500620900907534281004009305,379145628652798413481263579813452796296317854745986132538621947967534281124879365,36,Very Easy
800090005000180072000067100000002951095041008060000230070900003100734500900026000,817293645649185372352467189483672951295341768761859234576918423128734596934526817,48,Medium
514000000023010809960700051801090205402150300306004910140038092280600504035902170,514869723723415869968723451871396245492157386356284917147538692289671534635942178,36,Very Easy
010204700805930210907800540250706100700410900001009607574000000100600409002345870,316254798845937216927861543259786134768413925431529687574198362183672459692345871,40,Very Easy
009056400500300020010000600105007000000003002837004000051080270608070510040000008,289756431576341829413928657125897346964513782837264195351689274698472513742135968,51,Hard
003700000000453610605009700000000080200036104006008920000095201009014865500070009,843761592972453618615289743194527386287936154356148927438695271729314865561872439,47,Medium
071908005658000000000503001726000000805100320100700046210000053903005010060201070,371928465658417932492563781726354198845196327139782546217849653983675214564231879,46,Medium
007600000010830000000204060040007010003580000600000700060000279004020058038050000,427691835916835427385274961842967513173582694659413782561348279794126358238759146,54,Expert
970000000002070800300000001000300062000807050000950310010700080008501007000690004,971283546642175893385469271859314762163827459724956318416732985298541637537698124,54,Expert
900008020046030597307090018503870060079300085000020009490200000100680000762953001,951768423846132597327495618513879264279346185684521739498217356135684972762953841,42,Easy
009500000400370020078000540040890250080030000000051708860000070052100800030000600,629514387415378926378269541146897253587632194293451768861923475752146839934785612,51,Hard
009100000156000020000030000400013802000704100000086400000007213800000005003400600,739142568156978324248635971467513892382794156915286437694857213821369745573421689,54,Expert
100007823730800100298310760529134678670200900800700042901020080402001390000000005,145967823736842159298315764529134678674258931813796542951623487482571396367489215,38,Very Easy
040090572018007003007400008700000481060000205000204000300080020020640000005000830,643891572218567943957432618732956481164378295589214367396785124821643759475129836,51,Hard
003000008000006079678300520167083000520090003080100007702415000000000010005002000,953271468241856379678349521167583942524697183389124657732415896496738215815962734,50,Hard
003000189690007000080301000006005048000076000009408600100063002960050000200800704,573642189691587423482391576716935248824176395359428617148763952967254831235819764,50,Hard
071000306908000005500009824003804000050290601097000008700026000082040100065078900,471582396928463715536719824613854279854297631297631458749126583382945167165378942,46,Medium
984031050600402000000700680890124005006003091400096008008907526700200010510300000,984631752675482139123759684897124365256873491431596278348917526769245813512368947,43,Easy
700003080900200100482071003830065400070910030090004015000080300000000500020409000,715693284963248157482571963831765429574912836296834715659187342147326598328459671,50,Hard
000563728850000106620180954502300091000021045000640802004716003005000467000854010,419563728857492136623187954542378691768921345931645872294716583185239467376854219,38,Very Easy
000000400008570390005084176004200730730801509080000040270608904801792603009400007,367129485418576392925384176194265738732841569586937241273658914841792653659413827,41,Very Easy
000800029900000108820060300200736000178000400053080972000500060760000005000004290,417853629936247158825169347249736581178925436653481972392518764764392815581674293,49,Medium
063091204800004301147000000001067000780340026400200750000000042674050893008006010,563891274892574361147623985251967438789345126436218759315789642674152893928436517,43,Easy
080290300000057024000008901007004010408073206006001000603009000900002080020740000,184296375369157824752438961297684513418573296536921748673819452945362187821745639,50,Hard
000040000000800005010000630046918503080030090000004070950007000030600100624380907,365142789479863215218579634746918523582736491193254876951427368837695142624381957,50,Hard
070100043010753200309804150080320074030000012002000009003070426200000930100000080,578192643416753298329864157681329574935647812742518369853971426267485931194236785,46,Medium
062900008400800000130700006000000230001005060070000091000000000000370000020560347,562913478497856123138742956946187235381295764275634891753428619614379582829561347,55,Expert
600291407572360001010800030005600718100000049849027563250006070790400120430000905,683291457572364891914875632325649718167538249849127563251986374798453126436712985,37,Very Easy
001752406502048009047609300010874030000500807705093041053100908008037000070005203,391752486562348719847619325916874532234561897785293641453126978628937154179485263,39,Very Easy
500000000007002000000007901030600000000240070402009005059000807000050630080071094,523194768917862453648537921731685249895243176462719385359426817174958632286371594,54,Expert
038000000700000030000004796009285400070041000405300060020107009907000300500000000,638792514794516832251834796169285473372641958485379261823157649917468325546923187,53,Hard
412867953030142678760059410020610007000085000085000160006200700050470001100500026,412867953539142678768359412924613587671985234385724169896231745253476891147598326,38,Very Easy
930406008008030002104080000600300800450000036003000050206070005001005000009860007,935426178768531492124987563697354821452718936813692754286179345371245689549863217,51,Hard
000301004370000185012008000207086010000510047040070638050109003029000060083000900,895361724376294185412758396237486519968513247541972638654129873729835461183647952,46,Medium
001000502605030007973080401050010070000650100100000256400007805000006000507000640,841769532625134987973285461256918374734652198189473256462397815318546729597821643,49,Medium
490000700810970506705400001001009270057604103038017060069000052370080600580090310,496351728813972546725468931641839275957624183238517469169743852372185694584296317,40,Very Easy
500049700049817356170036000920708030400090000387100695004065008005070060032900000,563249781249817356178536429926758134451693872387124695794365218815472963632981547,41,Very Easy
007031000400000200100520060030000002000006070059700008000010046071480020308000000,927631584465879231183524769736158492814296375259743618592317846671485923348962157,54,Expert
610000040000007002007004068000009000803006200104030500300728000205401000089065007,612983745948657312537214968726549831853176294194832576361728459275491683489365127,50,Hard
235040090800325000000090025040513070380004900000800034000487610007650000108030007,235146798879325461614798325946513872381274956752869134523487619497651283168932547,45,Easy
508600290000709050902300710006597840000800071700002000020980107601205900090016020,578641293163729458942358716316597842259834671784162539425983167631275984897416325,43,Easy
004020007070403000000801060017090042005004000008007190809005000100708900000010600,584629317671453289932871564317596842295184736468237195829365471156748923743912658,52,Hard
540731698381006540007405320000060003450007900000009072070603019968000700000900260,542731698381296547697485321729864153453127986816359472275643819968512734134978265,41,Very Easy
008000004000109628900000007650000000403060802001400950305600700040007001090300060,568732194734159628912846537659218473473965812821473956385621749246597381197384265,51,Hard
608107543070840009140300820051009006000028900000700438000070182210080060385001090,628197543573842619149356827851439276734628951962715438496573182217984365385261794,41,Very Easy
073002418080300000400000060300028670607000900800970004000000042000100300105260000,973652418586341729412789563394528671627413985851976234769835142248197356135264897,51,Hard
307000080200800040401500090000051000049700200610029050124080006803600400905000000,397142685256893147481576392732451968549768213618329754124987536873615429965234871,49,Medium
000570160106300007200080000500030089040690203030000001000023090904007000000000406,493572168186349527275186934512734689847691253639258741761423895954867312328915476,52,Hard
007009050060000000901000064800120000075098001000050040020000090080076002030000507,247869153368415729951237864893124675475698231612753948724581396589376412136942587,54,Expert
683950270025300690409000050007840036800000040000019000740003965036000782298007413,683954271125378694479126358917842536862735149354619827741283965536491782298567413,39,Very Easy
340621097000094800009070030800900720007500389000002000630009078074200000085067013,348621597751394862269875134816943725427516389593782641632159478174238956985467213,44,Easy
010054000060018037800300641400000083106000752500820900070480005200100070640002090,713654829964218537825397641492765183186943752537821964379486215258139476641572398,45,Easy
000000008120900605050000047003005800002107056000300210000006700269004503070890061,736451928124978635958623147613245879492187356587369214841536792269714583375892461,48,Medium
000500012050300000090246500000863005002450106000000074006020001700600008028904600,863579412254381769197246583471863925982457136635192874546728391719635248328914657,49,Medium
004000016906400300050000090000500060030709002000621009007053608060000023823000051,784395216916482375352176894249538167631749582578621439197253648465817923823964751,49,Medium
539060804007804900406000520205000008804090650900002147700620003040900765600340210,539261874127854936486739521215476398874193652963582147791625483342918765658347219,40,Very Easy
083470000040150300005230810609820740000005008738000500090041080500002097810090063,183479652246158379975236814659823741421765938738914526397641285564382197812597463,43,Easy
706000309000030600030095001000000127017000900029004803078010000000320400003089700,756241389192738645834695271485963127317852964629174853978416532561327498243589716,50,Hard
006000000008000032070302008080207406012560070050000100000000600020490000800005010,236879541598641732174352968983217456412563879657984123345128697721496385869735214,54,Expert
006030107000672000273590846600800403054300098807040010380704000701000300000150080,596438127418672539273591846629815473154367298837249615385724961741986352962153784,43,Easy
340701060609000030000000005008009024030607000000800000500000708004008390083000002,345781269619245837827963415758139624432657981196824573561392748274518396983476152,54,Expert
064000000200000009000008240048306105500080706026005400495070000670029800080600007,864932571231457689957168243748396125519284736326715498495871362673529814182643957,48,Medium
008190406600007089004806000005200700400010805000070960009752013506048090207900048,328195476651427389794836152965284731473619825182573964849752613516348297237961548,43,Easy
400020650100790302000054907512000708800500000736081504008030419004900800971805003,497328651185796342623154987512469738849573126736281594258637419364912875971845263,40,Very Easy
000100003000320458400800712702006500500410829000002047009703284287040090000208076,825174963671329458493865712742986531536417829918532647169753284287641395354298176,41,Very Easy
100005047095740006407060513000500000000439005579286001050103260060000079003092000,186325947395741826427968513834517692612439785579286431958173264261854379743692158,43,Easy
810400502005000070307000900048500209200608750006000000004061007970380020600090315,819476532425839176367152948748513269293648751156927483534261897971385624682794315,46,Medium
490200617001346500502010400200573006006091740719000050630104985904005001125087000,493258617871346529562719438248573196356891742719462853637124985984635271125987364,36,Very Easy
